root,count,forms
سبب,11,سَبَبًا(4);أَسْبَٰبَ(2);أَسْبَابُ(1);أَسْبَٰبِ(1);تَسُبُّ(1);سَبَبٍ(1);يَسُبُّ(1)
سحب,11,سَحَابًا(4);سَحَابٌ(2);سَّحَابِ(2);يُسْحَبُ(2);سَّحَابَ(1)
سفه,11,سُّفَهَآءُ(4);سَفَاهَةٌ(1);سَفَاهَةٍ(1);سَفَهًۢا(1);سَفِهَ(1);سَفِيهًا(1);سَفِيهُ(1);سُّفَهَآءَ(1)
شفق,11,مُشْفِقُونَ(3);مُشْفِقِينَ(3);أَشْفَقْ(2);مُّشْفِقُونَ(2);شَّفَقِ(1)
صعق,11,صَّٰعِقَةُ(3);صَعِقًا(1);صَعِقَ(1);صَٰعِقَةً(1);صَٰعِقَةُ(1);صَٰعِقَةِ(1);صَّوَٰعِقَ(1);صَّوَٰعِقِ(1);يُصْعَقُ(1)
طبع,11,طَبَعَ(4);يَطْبَعُ(3);طُبِعَ(2);نَطْبَعُ(2)
طرف,11,طَّرْفِ(3);أَطْرَافِ(2);طَرْفُ(2);أَطْرَافَ(1);طَرَفًا(1);طَرَفَىِ(1);طَرْفٍ(1)
طرق,11,طَرَآئِقَ(2);طَرِيقًا(2);طَرِيقٍ(1);طَرِيقَ(1);طَرِيقَةً(1);طَرِيقَتِ(1);طَّارِقُ(1);طَّارِقِ(1);طَّرِيقَةِ(1)
طور,11,طُّورِ(5);طُّورَ(3);طُورِ(2);أَطْوَارًا(1)
عنب,11,أَعْنَٰبٍ(4);أَعْنَابٍ(2);أَعْنَٰبًا(1);أَعْنَٰبَ(1);أَعْنَٰبِ(1);عِنَبًا(1);عِنَبٍ(1)
غمم,11,غَمِّ(3);غَمٍّ(2);غَمَامَ(1);غَمَامِ(1);غَمَٰمَ(1);غَمَٰمِ(1);غَمًّۢا(1);غُمَّةً(1)
غيظ,11,غَيْظِ(4);غَيْظَ(2);يَغِيظُ(2);تَغَيُّظًا(1);غَآئِظُونَ(1);يَغِيظَ(1)
فأي,11,فِئَةٍ(3);فِئَةً(2);فِئَةٌ(2);فِئَتَيْنِ(2);فِئَتَانِ(1);فِئَتُ(1)
فرر,11,فِرَارًا(3);فَرَرْ(2);تَفِرُّ(1);فَرَّتْ(1);فِرَارُ(1);فِرُّ(1);مَفَرُّ(1);يَفِرُّ(1)
قصر,11,قَٰصِرَٰتُ(3);تَقْصُرُ(1);قَصْرٍ(1);قَصْرِ(1);قُصُورًا(1);قُصُورًۢا(1);مُقَصِّرِينَ(1);مَّقْصُورَٰتٌ(1);يُقْصِرُ(1)
لغو,11,لَّغْوِ(4);لَغْوًا(3);لَغْوٌ(1);لَٰغِيَةً(1);لَّغْوَ(1);ٱلْغَ(1)
ورد,11,أَوْرَدَ(1);مَوْرُودُ(1);وَارِدَ(1);وَارِدُ(1);وَرَدَ(1);وَرَدُ(1);وَرِيدِ(1);وَرْدَةً(1);وَٰرِدُونَ(1);وِرْدًا(1);وِرْدُ(1)
وقد,11,وَقُودُ(3);أَوْقَدُ(1);أَوْقِدْ(1);تُوقِدُ(1);مُوقَدَةُ(1);وَقُودِ(1);يُوقَدُ(1);يُوقِدُ(1);ٱسْتَوْقَدَ(1)
وكأ,11,مُتَّكِـِٔينَ(4);مُّتَّكِـِٔينَ(3);أَتَوَكَّؤُا۟(1);مُتَّكَـًٔا(1);مُتَّكِـُٔونَ(1);يَتَّكِـُٔ(1)
يمم,11,يَمِّ(7);تَيَمَّمُ(3);يَمُّ(1)
أصل,10,أَصِيلًا(4);ءَاصَالِ(3);أَصْلُ(1);أَصْلِ(1);أُصُولِ(1)
بطش,10,بَطَشْ(2);بَطْشًا(2);بَطْشَ(1);بَطْشَةَ(1);بَطْشَتَ(1);نَبْطِشُ(1);يَبْطِشَ(1);يَبْطِشُ(1)
جبر,10,جَبَّارٍ(4);جَبَّارًا(3);جَبَّارِينَ(2);جَبَّارُ(1)
جدد,10,جَدِيدٍ(5);جَدِيدًا(2);جَدِيدٍۭ(1);جَدُّ(1);جُدَدٌۢ(1)
حيق,10,حَاقَ(9);يَحِيقُ(1)
دفع,10,دَفْعُ(2);ٱدْفَعُ(2);ٱدْفَعْ(2);دَافِعٌ(1);دَافِعٍ(1);دَفَعْ(1);يُدَٰفِعُ(1)
دمر,10,دَمَّرْ(6);تَدْمِيرًا(2);تُدَمِّرُ(1);دَمَّرَ(1)
دمو,10,دَّمَ(3);دَمٍ(2);دَمًا(1);دِمَآءَ(1);دِمَآؤُ(1);دَّمُ(1);دِّمَآءَ(1)
رجز,10,رِجْزًا(3);رِّجْزٍ(2);رِّجْزَ(2);رِجْزَ(1);رُّجْزَ(1);رِّجْزُ(1)
رجس,10,رِجْسٌ(4);رِّجْسَ(4);رِجْسًا(1);رِجْسِ(1)
رعي,10,رَٰعُونَ(2);رَٰعِ(2);مَرْعَىٰ(2);رَعَ(1);رِعَايَتِ(1);رِّعَآءُ(1);ٱرْعَ(1)
رهق,10,تَرْهَقُ(4);رَهَقًا(2);أُرْهِقُ(1);تُرْهِقْ(1);يَرْهَقُ(1);يُرْهِقَ(1)
زلف,10,أُزْلِفَتِ(2);زُلْفَىٰ(2);زُلْفَىٰٓ(2);أَزْلَفْ(1);أُزْلِفَتْ(1);زُلَفًا(1);زُلْفَةً(1)
زيل,10,يَزَالُ(5);تَزَالُ(1);تَزَيَّلُ(1);زَالَت(1);زَيَّلْ(1);زِلْ(1)
سفل,10,أَسْفَلَ(3);أَسْفَلِينَ(2);سَافِلَ(2);أَسْفَلِ(1);سَٰفِلِينَ(1);سُّفْلَىٰ(1)
سود,10,مُسْوَدًّا(2);أَسْوَدِ(1);تَسْوَدُّ(1);سَادَتَ(1);سَيِّدًا(1);سَيِّدَ(1);سُودٌ(1);مُّسْوَدَّةٌ(1);ٱسْوَدَّتْ(1)
ضحك,10,يَضْحَكُ(4);تَضْحَكُ(2);أَضْحَكَ(1);ضَاحِكًا(1);ضَاحِكَةٌ(1);ضَحِكَتْ(1)
ضيع,10,يُضِيعُ(4);نُضِيعُ(3);أَضَاعُ(1);أُضِيعُ(1);يُضِيعَ(1)
طول,10,طَالَ(3);طَوِيلًا(2);طَّوْلِ(2);تَطَاوَلَ(1);طَوْلًا(1);طُولًا(1)
عتو,10,عَتَ(4);عِتِيًّا(2);عَاتِيَةٍ(1);عَتَتْ(1);عُتُوًّا(1);عُتُوٍّ(1)
عزل,10,ٱعْتَزِلُ(2);أَعْتَزِلُ(1);عَزَلْ(1);مَعْزُولُونَ(1);مَعْزِلٍ(1);يَعْتَزِلُ(1);ٱعْتَزَلَ(1);ٱعْتَزَلُ(1);ٱعْتَزَلْ(1)
قدس,10,قُدُسِ(4);مُقَدَّسِ(2);قُدُّوسُ(1);قُدُّوسِ(1);مُقَدَّسَةَ(1);نُقَدِّسُ(1)
قهر,10,قَهَّارُ(3);قَاهِرُ(2);قَهَّارِ(2);تَقْهَرْ(1);قَهَّٰرُ(1);قَٰهِرُونَ(1)
كفل,10,يَكْفُلُ(3);كِفْلِ(2);أَكْفِلْ(1);كَفِيلًا(1);كَفَّلَ(1);كِفْلٌ(1);كِفْلَيْنِ(1)
مأي,10,مِا۟ئَةَ(3);مِا۟ئَتَيْنِ(2);مِّا۟ئَةٌ(2);مِا۟ئَةٍ(1);مِا۟ئَةِ(1);مِّا۟ئَةُ(1)
ملو,10,أَمْلَيْ(3);أُمْلِى(2);نُمْلِى(2);أَمْلَىٰ(1);تُمْلَىٰ(1);مَلِيًّا(1)
نقص,10,تَنقُصُ(2);نَقْصٍ(2);نَنقُصُ(2);مَنقُوصٍ(1);يَنقُصُ(1);يُنقَصُ(1);ٱنقُصْ(1)
بثث,9,بَثَّ(4);بَثِّ(1);مَبْثُوثَةٌ(1);مَبْثُوثِ(1);مُّنۢبَثًّا(1);يَبُثُّ(1)
برز,9,بَرَزُ(4);بُرِّزَتِ(2);بَارِزَةً(1);بَرَزَ(1);بَٰرِزُونَ(1)
بقر,9,بَقَرَةٌ(3);بَقَرَٰتٍ(2);بَقَرِ(2);بَقَرَ(1);بَقَرَةً(1)
تجر,9,تِجَٰرَةً(4);تِجَٰرَةٌ(2);تِجَٰرَةٍ(1);تِّجَٰرَةِ(1);تِّجَٰرَتُ(1)
حرق,9,حَرِيقِ(5);حَرِّقُ(2);نُحَرِّقَ(1);ٱحْتَرَقَتْ(1)
حلي,9,يُحَلَّ(3);حِلْيَةً(2);حُلِيِّ(1);حُلُّ(1);حِلْيَةٍ(1);حِلْيَةِ(1)
خيل,9,خَيْلِ(3);مُخْتَالٍ(2);خَيْلٍ(1);خَيْلَ(1);مُخْتَالًا(1);يُخَيَّلُ(1)
دوم,9,دُمْ(4);دَامَتِ(2);دَامُ(1);دَآئِمٌ(1);دَآئِمُونَ(1)
ذبح,9,يُذَبِّحُ(3);أَا۟ذْبَحَ(1);أَذْبَحُ(1);تَذْبَحُ(1);ذَبَحُ(1);ذُبِحَ(1);ذِبْحٍ(1)
رمي,9,يَرْمُ(3);رَمَيْ(2);تَرْمِى(1);تَرْمِي(1);رَمَىٰ(1);يَرْمِ(1)
زني,9,زَّانِى(2);زَّانِيَةُ(2);زَانٍ(1);زَانِيَةً(1);زِّنَىٰٓ(1);يَزْنُ(1);يَزْنِي(1)
زيغ,9,أَزَاغَ(1);تُزِغْ(1);زَاغَ(1);زَاغَتِ(1);زَاغَتْ(1);زَاغُ(1);زَيْغٌ(1);يَزِغْ(1);يَزِيغُ(1)
سبت,9,سَّبْتِ(4);سُبَاتًا(2);سَبْتِ(1);سَّبْتُ(1);يَسْبِتُ(1)
سرق,9,سَرَقَ(2);يَسْرِقْ(2);سَٰرِقُونَ(1);سَٰرِقِينَ(1);سَّارِقَةُ(1);سَّارِقُ(1);ٱسْتَرَقَ(1)
صحف,9,صُحُفًا(2);صُحُفِ(2);صُّحُفِ(2);صُحُفٍ(1);صِحَافٍ(1);صُّحُفُ(1)
صعد,9,صَعِيدًا(4);تُصْعِدُ(1);صَعَدًا(1);صَعُودًا(1);يَصَّعَّدُ(1);يَصْعَدُ(1)
عبر,9,عِبْرَةً(5);تَعْبُرُ(1);عَابِرِى(1);عِبْرَةٌ(1);ٱعْتَبِرُ(1)
عرج,9,يَعْرُجُ(4);أَعْرَجِ(2);تَعْرُجُ(1);مَعَارِجَ(1);مَعَارِجِ(1)
عزم,9,عَزْمِ(4);تَعْزِمُ(1);عَزَمَ(1);عَزَمُ(1);عَزَمْ(1);عَزْمًا(1)
عكف,9,عَٰكِفِينَ(3);عَٰكِفُونَ(2);عَاكِفًا(1);عَٰكِفُ(1);مَعْكُوفًا(1);يَعْكُفُ(1)
عنق,9,أَعْنَاقِ(4);أَعْنَٰقِ(2);عُنُقِ(2);أَعْنَٰقُ(1)
عوج,9,عِوَجًا(6);عِوَجٍ(1);عِوَجَ(1);عِوَجَا(1)
عوم,9,عَامًا(3);عَامٍ(3);عَامٌ(1);عَامَيْنِ(1);عَامِ(1)
غنم,9,مَغَانِمَ(3);غَنَمِ(2);غَنِمْ(2);غَنَمُ(1);مَغَانِمُ(1)
فرج,9,فُرُوجَ(3);فَرْجَ(2);فُرُوجِ(2);فُرُوجٍ(1);فُرِجَتْ(1)
فضض,9,فِضَّةٍ(4);ٱنفَضُّ(2);فِضَّةَ(1);فِضَّةِ(1);يَنفَضُّ(1)
فيض,9,أَفَضْ(2);أَفِيضُ(2);تَفِيضُ(2);تُفِيضُ(2);أَفَاضَ(1)
قبض,9,قَبَضْ(2);يَقْبِضُ(2);قَبْضًا(1);قَبْضَةً(1);قَبْضَتُ(1);مَّقْبُوضَةٌ(1);يَقْبِضْ(1)
قذف,9,قَذَفَ(2);يَقْذِفُ(2);ٱقْذِفِ(2);قَذَفْ(1);نَقْذِفُ(1);يُقْذَفُ(1)
كنز,9,كَنزٌ(3);تَكْنِزُ(1);كَنزَ(1);كَنَزْ(1);كُنُوزٍ(1);كُنُوزِ(1);يَكْنِزُ(1)
لون,9,أَلْوَٰنُ(6);أَلْوَٰنِ(1);لَوْنُ(1);لَّوْنُ(1)
نقض,9,يَنقُضُ(4);نَقْضِ(2);أَنقَضَ(1);تَنقُضُ(1);نَقَضَتْ(1)
نوم,9,مَنَامِ(3);نَآئِمُونَ(2);مَنَامُ(1);نَوْمٌ(1);نَوْمَ(1);نَّوْمَ(1)
همم,9,هَمَّ(2);هَمَّت(2);هَمَّتْ(2);هَمُّ(2);أَهَمَّتْ(1)
وقر,9,وَقْرًا(4);وَقْرٌ(2);تُوَقِّرُ(1);وَقَارًا(1);وِقْرًا(1)
وهن,9,تَهِنُ(3);أَوْهَنَ(1);مُوهِنُ(1);وَهَنَ(1);وَهَنُ(1);وَهْنًا(1);وَهْنٍ(1)
أني,8,ءَانَآءَ(2);ءَانٍ(1);ءَانَآئِ(1);ءَانِيَةٍ(1);إِنَىٰ(1);ـَٔانِيَةٍ(1);يَأْنِ(1)
أون,8,ـَٰٔنَ(7);ءَانَ(1)
برهن,8,بُرْهَٰنَ(6);بُرْهَٰنٌ(1);بُرْهَٰنَانِ(1)
بهت,8,بُهْتَٰنًا(4);بُهِتَ(1);بُهْتَٰنٌ(1);بُهْتَٰنٍ(1);تَبْهَتُ(1)
ترف,8,مُتْرَفُو(2);مُتْرَفِي(2);أَتْرَفْ(1);أُتْرِفُ(1);أُتْرِفْ(1);مُتْرَفِينَ(1)
حجب,8,حِجَابًا(2);حِجَابٌ(2);حِجَابٍ(2);حِجَابِ(1);مَحْجُوبُونَ(1)
ختم,8,خَتَمَ(3);خَاتَمَ(1);خِتَٰمُ(1);مَّخْتُومٍ(1);نَخْتِمُ(1);يَخْتِمْ(1)
خسف,8,يَخْسِفَ(3);خَسَفَ(2);خَسَفْ(2);نَخْسِفْ(1)
خضر,8,خُضْرٍ(3);أَخْضَرِ(1);خَضِرًا(1);خُضْرًا(1);خُضْرٌ(1);مُخْضَرَّةً(1)
خمس,8,خَمْسِينَ(2);خَمْسَةٌ(1);خَمْسَةٍ(1);خَمْسَةِ(1);خَٰمِسَةَ(1);خَٰمِسَةُ(1);خُمُسَ(1)
خول,8,خَوَّلْ(2);خَٰلَٰتِ(2);أَخْوَٰلِ(1);خَالِ(1);خَوَّلَ(1);خَٰلَٰتُ(1)
دلل,8,أَدُلُّ(4);دَلِيلًا(1);دَلَّ(1);دَلَّىٰ(1);نَدُلُّ(1)
رجف,8,رَّجْفَةُ(4);تَرْجُفُ(2);رَّاجِفَةُ(1);مُرْجِفُونَ(1)
رغب,8,رَٰغِبُونَ(2);يَرْغَبُ(2);تَرْغَبُ(1);رَاغِبٌ(1);رَغَبًا(1);ٱرْغَب(1)
ستت,8,سِتَّةِ(7);سِتِّينَ(1)
سري,8,أَسْرِ(5);أَسْرَىٰ(1);سَرِيًّا(1);يَسْرِ(1)
سقط,8,أَسْقِطْ(1);تَسْقُطُ(1);تُسَٰقِطْ(1);تُسْقِطَ(1);سَاقِطًا(1);سَقَطُ(1);سُقِطَ(1);نُسْقِطْ(1)
سلف,8,سَلَفَ(5);أَسْلَفَتْ(1);أَسْلَفْ(1);سَلَفًا(1)
صفح,8,ٱصْفَحْ(2);تَصْفَحُ(1);صَفْحًا(1);صَّفْحَ(1);يَصْفَحُ(1);ٱصْفَحُ(1);ٱصْفَحِ(1)
صلب,8,أُصَلِّبَ(3);أَصْلَٰبِ(1);صَلَبُ(1);صُّلْبِ(1);يُصَلَّبُ(1);يُصْلَبُ(1)
صوت,8,صَوْتِ(3);أَصْوَٰتَ(2);أَصْوَاتُ(1);أَصْوَٰتِ(1);صَوْتُ(1)
ضرع,8,تَضَرُّعًا(3);يَتَضَرَّعُ(2);تَضَرَّعُ(1);ضَرِيعٍ(1);يَضَّرَّعُ(1)
عقر,8,عَقَرُ(4);عَاقِرًا(2);عَاقِرٌ(1);عَقَرَ(1)
عيش,8,عِيشَةٍ(2);مَعَٰيِشَ(2);مَعَاشًا(1);مَعِيشَةً(1);مَعِيشَتَ(1);مَّعِيشَتَ(1)
غبر,8,غَٰبِرِينَ(7);غَبَرَةٌ(1)
فرط,8,فَرَّط(2);فَرَّطْ(2);فُرُطًا(1);مُّفْرَطُونَ(1);يَفْرُطَ(1);يُفَرِّطُ(1)
قبر,8,قُبُورِ(4);أَقْبَرَ(1);قَبْرِ(1);قُبُورُ(1);مَقَابِرَ(1)
كلف,8,نُكَلِّفُ(3);تُكَلَّفُ(2);يُكَلِّفُ(2);مُتَكَلِّفِينَ(1)
لطف,8,لَطِيفٌ(3);لَّطِيفُ(2);لَطِيفًا(1);لَطِيفٌۢ(1);يَتَلَطَّفْ(1)
هبط,8,ٱهْبِطُ(4);ٱهْبِطْ(2);يَهْبِطُ(1);ٱهْبِطَ(1)
وبل,8,وَبَالَ(4);وَابِلٌ(3);وَبِيلًا(1)
أسو,7,أُسْوَةٌ(3);تَأْسَ(3);ءَاسَىٰ(1)
بخس,7,تَبْخَسُ(3);بَخْسًا(1);بَخْسٍ(1);يَبْخَسْ(1);يُبْخَسُ(1)
برج,7,بُرُوجًا(2);بُرُوجٍ(1);بُرُوجِ(1);تَبَرَّجْ(1);تَبَرُّجَ(1);مُتَبَرِّجَٰتٍۭ(1)
برق,7,بَرْقَ(2);أَبَارِيقَ(1);بَرِقَ(1);بَرْقٌ(1);بَرْقُ(1);بَرْقِ(1)
بضع,7,بِضَٰعَتَ(2);بِضَٰعَةً(1);بِضَٰعَةٍ(1);بِضَٰعَتُ(1);بِضْعَ(1);بِضْعِ(1)
بعل,7,بُعُولَتِ(3);بَعْلِ(2);بَعْلًا(1);بُعُولَتُ(1)
بكي,7,يَبْكُ(3);أَبْكَىٰ(1);بَكَتْ(1);بُكِيًّا(1);تَبْكُ(1)
تسع,7,تِسْعًا(1);تِسْعٌ(1);تِسْعَ(1);تِسْعَةَ(1);تِسْعَةُ(1);تِسْعُونَ(1);تِسْعِ(1)
حبل,7,حَبْلٍ(2);حَبْلِ(2);حَبْلٌ(1);حِبَالَ(1);حِبَالُ(1)
حظظ,7,حَظًّا(3);حَظٍّ(2);حَظِّ(2)
خطف,7,تَخْطَفُ(1);خَطِفَ(1);خَطْفَةَ(1);نُتَخَطَّفْ(1);يَتَخَطَّفَ(1);يَخْطَفُ(1);يُتَخَطَّفُ(1)
خمر,7,خَمْرًا(2);خَمْرِ(2);خَمْرٍ(1);خَمْرُ(1);خُمُرِ(1)
دكك,7,دَكًّا(3);دَكَّآءَ(1);دَكَّةً(1);دُكَّ(1);دُكَّتِ(1)
زيت,7,زَّيْتُونَ(3);زَيْتُ(1);زَيْتُونًا(1);زَيْتُونَةٍ(1);زَّيْتُونِ(1)
سرح,7,سَرَاحًا(2);سَرِّحُ(2);أُسَرِّحْ(1);تَسْرَحُ(1);تَسْرِيحٌۢ(1)
سكر,7,سُكَٰرَىٰ(3);سَكَرًا(1);سَكْرَةُ(1);سَكْرَتِ(1);سُكِّرَتْ(1)
ضحو,7,ضُحَىٰ(3);ضُحًى(2);تَضْحَىٰ(1);ضُّحَىٰ(1)
عصف,7,عَاصِفٌ(1);عَاصِفٍ(1);عَاصِفَةً(1);عَصْفًا(1);عَصْفٍ(1);عَصْفِ(1);عَٰصِفَٰتِ(1)
عقد,7,عَقَدَتْ(1);عَقَّد(1);عُقَدِ(1);عُقُودِ(1);عُقْدَةً(1);عُقْدَةَ(1);عُقْدَةُ(1)
علق,7,عَلَقَةً(2);عَلَقَةٍ(2);عَلَقٍ(1);عَلَقَةَ(1);مُعَلَّقَةِ(1)
عمد,7,عَمَدٍ(3);مُّتَعَمِّدًا(2);تَعَمَّدَتْ(1);عِمَادِ(1)
عمه,7,يَعْمَهُ(7)
غرف,7,غُرَفٌ(2);غُرَفًا(1);غُرُفَٰتِ(1);غُرْفَةًۢ(1);غُرْفَةَ(1);ٱغْتَرَفَ(1)
فيأ,7,أَفَآءَ(3);تَفِىٓءَ(1);فَآءَتْ(1);فَآءُ(1);يَتَفَيَّؤُا۟(1)
قسو,7,قَسَتْ(3);قَاسِيَةِ(1);قَسْوَةً(1);قَٰسِيَةً(1);قَٰسِيَةِ(1)
مكث,7,ٱمْكُثُ(2);مَكَثَ(1);مُكْثٍ(1);مَّٰكِثُونَ(1);مَّٰكِثِينَ(1);يَمْكُثُ(1)
موج,7,مَوْجٌ(2);مَوْجُ(2);مَوْجٍ(1);مَّوْجٌ(1);يَمُوجُ(1)
ندم,7,نَٰدِمِينَ(4);نَّدَامَةَ(2);نَّٰدِمِينَ(1)
نسك,7,مَنسَكًا(2);مَنَاسِكَ(1);مَّنَٰسِكَ(1);نَاسِكُو(1);نُسُكٍ(1);نُسُكِ(1)
نصف,7,نِصْفُ(4);نِصْفَ(1);نِّصْفَ(1);نِّصْفُ(1)
نكث,7,يَنكُثُ(3);نَّكَثُ(2);أَنكَٰثًا(1);نَّكَثَ(1)
نوق,7,نَاقَةُ(2);نَّاقَةَ(2);نَاقَةٌ(1);نَاقَةَ(1);نَّاقَةِ(1)
وعي,7,وِعَآءِ(2);أَوْعَىٰٓ(1);أَوْعِيَتِ(1);تَعِيَ(1);وَٰعِيَةٌ(1);يُوعُ(1)
أدي,6,يُؤَدِّ(3);أَدَآءٌ(1);أَدُّ(1);تُؤَدُّ(1)
أسر,6,أَسِيرًا(1);أَسْرَ(1);أَسْرَىٰ(1);أَسْرَىٰٓ(1);أُسَٰرَىٰ(1);تَأْسِرُ(1)
بكم,6,بُكْمٌ(3);أَبْكَمُ(1);بُكْمًا(1);بُكْمُ(1)
تبر,6,تَتْبِيرًا(2);تَبَارًۢا(1);تَبَّرْ(1);مُتَبَّرٌ(1);يُتَبِّرُ(1)
ثقف,6,ثَقِفْ(2);ثُقِفُ(2);تَثْقَفَ(1);يَثْقَفُ(1)
حبر,6,أَحْبَارُ(2);أَحْبَارَ(1);أَحْبَارِ(1);تُحْبَرُ(1);يُحْبَرُ(1)
حرف,6,يُحَرِّفُ(4);حَرْفٍ(1);مُتَحَرِّفًا(1)
حسس,6,أَحَسَّ(1);أَحَسُّ(1);تَحَسَّسُ(1);تَحُسُّ(1);تُحِسُّ(1);حَسِيسَ(1)
حصد,6,حَصِيدًا(2);حَصَادِ(1);حَصَد(1);حَصِيدٌ(1);حَصِيدِ(1)
حصر,6,أُحْصِرُ(1);أُحْصِرْ(1);حَصُورًا(1);حَصِرَتْ(1);حَصِيرًا(1);ٱحْصُرُ(1)
حطم,6,حُطَٰمًا(3);حُطَمَةُ(1);حُطَمَةِ(1);يَحْطِمَ(1)
حمر,6,حِمَارِ(2);حَمِيرَ(1);حَمِيرِ(1);حُمُرٌ(1);حُمْرٌ(1)
حمي,6,حَمِيَّةَ(2);حَامٍ(1);حَامِيَةً(1);حَامِيَةٌۢ(1);يُحْمَىٰ(1)
خلط,6,ٱخْتَلَطَ(3);تُخَالِطُ(1);خَلَطُ(1);خُلَطَآءِ(1)
دأب,6,دَأْبِ(4);دَأَبًا(1);دَآئِبَيْنِ(1)
درس,6,تَدْرُسُ(2);دَرَسُ(1);دَرَسْ(1);دِرَاسَتِ(1);يَدْرُسُ(1)
ذرأ,6,ذَرَأَ(4);ذَرَأْ(1);يَذْرَؤُ(1)
ردي,6,أَرْدَىٰ(1);تَرَدَّىٰٓ(1);تَرْدَىٰ(1);تُرْدِي(1);مُتَرَدِّيَةُ(1);يُرْدُ(1)
رصد,6,إِرْصَادًا(1);رَصَدًا(1);رَّصَدًا(1);مَرْصَدٍ(1);مِرْصَادًا(1);مِرْصَادِ(1)
زجر,6,زَجْرَةٌ(2);زَجْرًا(1);زَّٰجِرَٰتِ(1);مُزْدَجَرٌ(1);ٱزْدُجِرَ(1)
زلزل,6,زُلْزِلُ(2);زَلْزَلَةَ(1);زُلْزِلَتِ(1);زِلْزَالًا(1);زِلْزَالَ(1)
زور,6,زُورًا(2);تَّزَٰوَرُ(1);زُرْ(1);زُّورَ(1);زُّورِ(1)
سدد,6,سَدًّا(3);سَدِيدًا(2);سَّدَّيْنِ(1)
شفي,6,شِفَآءٌ(4);يَشْفِ(1);يَشْفِي(1)
صرر,6,يُصِرُّ(3);أَصَرُّ(1);صَرَّةٍ(1);صِرٌّ(1)
صيد,6,صَيْدُ(2);صَّيْدِ(2);صَّيْدَ(1);ٱصْطَادُ(1)
ضوأ,6,ضِيَآءً(2);أَضَآءَ(1);أَضَآءَتْ(1);ضِيَآءٍ(1);يُضِىٓءُ(1)
ضيف,6,ضَيْفِ(5);يُضَيِّفُ(1)
غرم,6,مَّغْرَمٍ(2);غَرَامًا(1);غَٰرِمِينَ(1);مَغْرَمًا(1);مُغْرَمُونَ(1)
فخر,6,فَخُورٍ(2);تَفَاخُرٌۢ(1);فَخُورًا(1);فَخُورٌ(1);فَخَّارِ(1)
فرش,6,فَرَاشِ(1);فَرَشْ(1);فَرْشًا(1);فُرُشٍ(1);فُرُشٍۭ(1);فِرَٰشًا(1)
فرغ,6,أَفْرِغْ(2);أُفْرِغْ(1);فَرَغْ(1);فَٰرِغًا(1);نَفْرُغُ(1)
فزع,6,فَزِعَ(2);فَزَعٍ(1);فَزَعُ(1);فَزِعُ(1);فُزِّعَ(1)
قصد,6,مُّقْتَصِدٌ(2);قَاصِدًا(1);قَصْدُ(1);مُّقْتَصِدَةٌ(1);ٱقْصِدْ(1)
قمص,6,قَمِيصَ(2);قَمِيصُ(2);قَمِيصِ(2)
قنط,6,يَقْنَطُ(2);تَقْنَطُ(1);قَنَطُ(1);قَنُوطٌ(1);قَٰنِطِينَ(1)
كأس,6,كَأْسًا(3);كَأْسٍ(3)
كرر,6,كَرَّةً(3);كَرَّةٌ(1);كَرَّةَ(1);كَرَّتَيْنِ(1)
كظم,6,كَظِيمٌ(3);كَٰظِمِينَ(2);مَكْظُومٌ(1)
كلب,6,كَلْبُ(4);كَلْبِ(1);مُكَلِّبِينَ(1)
كهف,6,كَهْفِ(6)
لؤلؤ,6,لُؤْلُؤًا(3);لُؤْلُؤٌ(1);لُّؤْلُؤُ(1);لُّؤْلُؤِ(1)
لحد,6,يُلْحِدُ(3);مُلْتَحَدًا(2);إِلْحَادٍۭ(1)
لحق,6,أَلْحَقْ(2);أَلْحِقْ(2);يَلْحَقُ(2)
لوح,6,أَلْوَاحَ(2);أَلْوَاحِ(1);أَلْوَٰحٍ(1);لَوَّاحَةٌ(1);لَوْحٍ(1)
مرج,6,مَرَجَ(2);مَرْجَانُ(2);مَّارِجٍ(1);مَّرِيجٍ(1)
مقت,6,مَقْتًا(4);مَقْتُ(1);مَّقْتِ(1)
مهل,6,مُهْلِ(3);أَمْهِلْ(1);مَهِّلِ(1);مَهِّلْ(1)
ميل,6,تَمِيلُ(2);مَيْلًا(1);مَيْلِ(1);مَّيْلَةً(1);يَمِيلُ(1)
ندد,6,أَندَادًا(6)
نزغ,6,نَزْغٌ(2);يَنزَغَ(2);نَّزَغَ(1);يَنزَغُ(1)
وطأ,6,تَطَـُٔ(2);مَوْطِئًا(1);وَطْـًٔا(1);يَطَـُٔ(1);يُوَاطِـُٔ(1)
أرك,5,أَرَآئِكِ(5)
أسف,5,أَسِفًا(2);ءَاسَفُ(1);أَسَفًا(1);أَسَفَ(1)
برد,5,بَرْدًا(2);بَارِدٌ(1);بَارِدٍ(1);بَرَدٍ(1)
بغض,5,بَغْضَآءَ(3);بَغْضَآءُ(2)
بلس,5,مُبْلِسُونَ(2);مُبْلِسِينَ(1);مُّبْلِسُونَ(1);يُبْلِسُ(1)
بور,5,بُورًا(2);بَوَارِ(1);تَبُورَ(1);يَبُورُ(1)
ثبر,5,ثُبُورًا(4);مَثْبُورًا(1)
ثور,5,تُثِيرُ(3);أَثَارُ(1);أَثَرْ(1)
جثم,5,جَٰثِمِينَ(5)
